"","Riding","Sex","Ethnic Origins","n","freq"
"5873","Moose Jaw--Lake Centre--Lanigan","Female","Scottish",9265,0.15993440359054
"5874","Moose Jaw--Lake Centre--Lanigan","Female","French",4555,0.0786293802865527
"5875","Moose Jaw--Lake Centre--Lanigan","Female","Irish",7265,0.125409977559123
"5876","Moose Jaw--Lake Centre--Lanigan","Female","German",12340,0.213015708613844
"5877","Moose Jaw--Lake Centre--Lanigan","Female","Chinese",310,0.00535128603486967
"5878","Moose Jaw--Lake Centre--Lanigan","Female","Italian",345,0.00595546349041947
"5879","Moose Jaw--Lake Centre--Lanigan","Female","First_Nations",1425,0.0245986535473848
"5880","Moose Jaw--Lake Centre--Lanigan","Female","South_Asian",265,0.00457448644916278
"5881","Prince Albert","Female","Canadian",9650,0.176529772249154
"5882","Prince Albert","Female","English",9660,0.17671270465563
"5883","Prince Albert","Female","Scottish",7210,0.131894265069057
"5884","Prince Albert","Female","French",6255,0.114424220250617
"5885","Prince Albert","Female","Irish",5630,0.102990944845879
"5886","Prince Albert","Female","German",7905,0.144608067319126
"5887","Prince Albert","Female","Chinese",85,0.00155492545504436
"5888","Prince Albert","Female","Italian",275,0.0050306411780847
"5889","Prince Albert","Female","First_Nations",7645,0.139851824750755
"5890","Prince Albert","Female","South_Asian",350,0.00640263422665325
"5891","Regina--Lewvan","Female","Canadian",9050,0.1421279937181
"5892","Regina--Lewvan","Female","English",11580,0.181861012956419
"5893","Regina--Lewvan","Female","Scottish",9280,0.145740086376129
"5894","Regina--Lewvan","Female","French",5410,0.0849627012171182
"5895","Regina--Lewvan","Female","Irish",8125,0.127601099332548
"5896","Regina--Lewvan","Female","German",13785,0.216489988221437
"5897","Regina--Lewvan","Female","Chinese",820,0.0128778955634079
"5898","Regina--Lewvan","Female","Italian",770,0.0120926580290538
"5899","Regina--Lewvan","Female","First_Nations",2370,0.0372202591283863
"5900","Regina--Lewvan","Female","South_Asian",2485,0.0390263054574009
"5901","Regina--Qu'Appelle","Female","Canadian",7495,0.14951127069619
"5902","Regina--Qu'Appelle","Female","English",8185,0.16327548374227
"5903","Regina--Qu'Appelle","Female","Scottish",6575,0.13115898663475
"5904","Regina--Qu'Appelle","Female","French",3780,0.0754039497307002
"5905","Regina--Qu'Appelle","Female","Irish",5170,0.103131857171354
"5906","Regina--Qu'Appelle","Female","German",10855,0.216537003790146
"5907","Regina--Qu'Appelle","Female","Chinese",240,0.00478755236385398
"5908","Regina--Qu'Appelle","Female","Italian",370,0.00738080989427489
"5909","Regina--Qu'Appelle","Female","First_Nations",6580,0.131258727308997
"5910","Regina--Qu'Appelle","Female","South_Asian",880,0.0175543586674646
"5911","Regina--Wascana","Female","Canadian",7230,0.135825662220552
"5912","Regina--Wascana","Female","English",9415,0.176873943265076
"5913","Regina--Wascana","Female","Scottish",7185,0.13498027428142
"5914","Regina--Wascana","Female","French",4155,0.078057486379861
"5915","Regina--Wascana","Female","Irish",6250,0.117414991546121
"5916","Regina--Wascana","Female","German",11750,0.220740184106707
"5917","Regina--Wascana","Female","Chinese",1830,0.0343791095247041
"5918","Regina--Wascana","Female","Italian",615,0.0115536351681383
"5919","Regina--Wascana","Female","First_Nations",2400,0.0450873567537103
"5920","Regina--Wascana","Female","South_Asian",2400,0.0450873567537103
"5921","Saskatoon--Grasswood","Female","Canadian",7420,0.134432466708941
"5922","Saskatoon--Grasswood","Female","English",10055,0.182172298215418
"5923","Saskatoon--Grasswood","Female","Scottish",8210,0.148745357369327
"5924","Saskatoon--Grasswood","Female","French",4930,0.0893196847540538
"5925","Saskatoon--Grasswood","Female","Irish",6650,0.120481927710843
"5926","Saskatoon--Grasswood","Female","German",11405,0.206631035419875
"5927","Saskatoon--Grasswood","Female","Chinese",1805,0.0327022375215146
"5928","Saskatoon--Grasswood","Female","Italian",530,0.00960231905063864
"5929","Saskatoon--Grasswood","Female","First_Nations",2120,0.0384092762025546
"5930","Saskatoon--Grasswood","Female","South_Asian",2070,0.037503397046834
"5931","Saskatoon--University","Female","Canadian",7200,0.129449838187702
"5932","Saskatoon--University","Female","English",10365,0.186353829557713
"5933","Saskatoon--University","Female","Scottish",7870,0.141495864796836
"5934","Saskatoon--University","Female","French",5250,0.0943905070118662
"5935","Saskatoon--University","Female","Irish",6775,0.121808701905789
"5936","Saskatoon--University","Female","German",11800,0.21215390147429
"5937","Saskatoon--University","Female","Chinese",1625,0.0292161093131967
"5938","Saskatoon--University","Female","Italian",530,0.00952894642215031
"5939","Saskatoon--University","Female","First_Nations",2055,0.0369471413160734
"5940","Saskatoon--University","Female","South_Asian",2150,0.0386551600143833
"5941","Saskatoon West","Female","Canadian",7365,0.149847405900305
"5942","Saskatoon West","Female","English",7855,0.159816887080366
"5943","Saskatoon West","Female","Scottish",6205,0.126246185147508
"5944","Saskatoon West","Female","French",4440,0.0903357070193286
"5945","Saskatoon West","Female","Irish",5280,0.107426246185148
"5946","Saskatoon West","Female","German",9560,0.194506612410987
"5947","Saskatoon West","Female","Chinese",530,0.0107833163784334
"5948","Saskatoon West","Female","Italian",610,0.012410986775178
"5949","Saskatoon West","Female","First_Nations",5225,0.106307222787386
"5950","Saskatoon West","Female","South_Asian",2080,0.0423194303153611
"5951","Souris--Moose Mountain","Female","Canadian",9215,0.174973891578847
"5952","Souris--Moose Mountain","Female","English",10240,0.194436532801671
"5953","Souris--Moose Mountain","Female","Scottish",8165,0.155036551789614
"5954","Souris--Moose Mountain","Female","French",5005,0.095034652995348
"5955","Souris--Moose Mountain","Female","Irish",6415,0.121807652140891
"5956","Souris--Moose Mountain","Female","German",10855,0.206114117535365
"5957","Souris--Moose Mountain","Female","Chinese",105,0.00199373397892338
"5958","Souris--Moose Mountain","Female","Italian",145,0.00275325168517991
"5959","Souris--Moose Mountain","Female","First_Nations",2240,0.0425329915503655
"5960","Souris--Moose Mountain","Female","South_Asian",280,0.00531662394379569
"5961","Yorkton--Melville","Female","Canadian",6545,0.162527936429104
"5962","Yorkton--Melville","Female","English",8165,0.202756394338217
"5963","Yorkton--Melville","Female","Scottish",5555,0.137943878817979
"5964","Yorkton--Melville","Female","French",3215,0.0798361062825925
"5965","Yorkton--Melville","Female","Irish",4120,0.10230941147256
"5966","Yorkton--Melville","Female","German",9160,0.227464613856469
"5967","Yorkton--Melville","Female","Chinese",160,0.00397318102806059
"5968","Yorkton--Melville","Female","Italian",240,0.00595977154209089
"5969","Yorkton--Melville","Female","First_Nations",2970,0.0737521728333747
"5970","Yorkton--Melville","Female","South_Asian",140,0.00347653339955302
"5971","Banff--Airdrie","Female","Canadian",17975,0.185423973591913
"5972","Banff--Airdrie","Female","English",19910,0.205384774087064
"5973","Banff--Airdrie","Female","Scottish",16360,0.16876418403136
"5974","Banff--Airdrie","Female","French",8010,0.0826284299566742
"5975","Banff--Airdrie","Female","Irish",13035,0.134464617289045
"5976","Banff--Airdrie","Female","German",13450,0.138745615844852
"5977","Banff--Airdrie","Female","Chinese",640,0.00660202186919744
"5978","Banff--Airdrie","Female","Italian",2165,0.0223334021043945
"5979","Banff--Airdrie","Female","First_Nations",3790,0.0390963482566536
"5980","Banff--Airdrie","Female","South_Asian",1605,0.0165566329688467
"5981","Battle River--Crowfoot","Female","Canadian",14725,0.194710743801653
"5982","Battle River--Crowfoot","Female","English",15820,0.209190082644628
"5983","Battle River--Crowfoot","Female","Scottish",11610,0.153520661157025
"5984","Battle River--Crowfoot","Female","French",5520,0.0729917355371901
"5985","Battle River--Crowfoot","Female","Irish",10040,0.132760330578512
"5986","Battle River--Crowfoot","Female","German",14985,0.198148760330579
"5987","Battle River--Crowfoot","Female","Chinese",185,0.00244628099173554
"5988","Battle River--Crowfoot","Female","Italian",835,0.0110413223140496
"5989","Battle River--Crowfoot","Female","First_Nations",1630,0.0215537190082645
"5990","Battle River--Crowfoot","Female","South_Asian",275,0.00363636363636364
"5991","Bow River","Female","Canadian",13505,0.191370270653252
"5992","Bow River","Female","English",13415,0.190094941193142
"5993","Bow River","Female","Scottish",9955,0.141065608615559
"5994","Bow River","Female","French",4735,0.0670964999291484
"5995","Bow River","Female","Irish",7915,0.112158140853054
"5996","Bow River","Female","German",13855,0.196329885220349
"5997","Bow River","Female","Chinese",580,0.00821878985404563
"5998","Bow River","Female","Italian",1205,0.0170752444381465
"5999","Bow River","Female","First_Nations",3205,0.0454158991072694
"6000","Bow River","Female","South_Asian",2200,0.0311747201360351
"6001","Calgary Centre","Female","Canadian",11055,0.154087392849676
"6002","Calgary Centre","Female","English",14050,0.195832462192487
"6003","Calgary Centre","Female","Scottish",11930,0.166283364694404
"6004","Calgary Centre","Female","French",5940,0.0827932260087811
"6005","Calgary Centre","Female","Irish",10510,0.146491044672103
"6006","Calgary Centre","Female","German",8835,0.123144469997909
"6007","Calgary Centre","Female","Chinese",3690,0.0514321555509095
"6008","Calgary Centre","Female","Italian",1835,0.0255766952400864
"6009","Calgary Centre","Female","First_Nations",1375,0.0191650986131438
"6010","Calgary Centre","Female","South_Asian",2525,0.0351940901805004
"6011","Calgary Confederation","Female","Canadian",11445,0.148136163603417
"6012","Calgary Confederation","Female","English",15470,0.200232979549573
"6013","Calgary Confederation","Female","Scottish",12705,0.164444732073518
"6014","Calgary Confederation","Female","French",5880,0.0761066528604711
"6015","Calgary Confederation","Female","Irish",10840,0.140305462076107
"6016","Calgary Confederation","Female","German",9880,0.127879886098887
"6017","Calgary Confederation","Female","Chinese",4835,0.062580895676935
"6018","Calgary Confederation","Female","Italian",2540,0.032876003106394
"6019","Calgary Confederation","Female","First_Nations",1590,0.0205798602122703
"6020","Calgary Confederation","Female","South_Asian",2075,0.0268573647424282
"6021","Calgary Forest Lawn","Female","Canadian",8910,0.188611346316681
"6022","Calgary Forest Lawn","Female","English",7130,0.150931414055885
"6023","Calgary Forest Lawn","Female","Scottish",5685,0.120342929720576
"6024","Calgary Forest Lawn","Female","French",3330,0.0704911092294666
"6025","Calgary Forest Lawn","Female","Irish",5225,0.110605419136325
"6026","Calgary Forest Lawn","Female","German",5290,0.111981371718882
"6027","Calgary Forest Lawn","Female","Chinese",2310,0.0488992379339543
"6028","Calgary Forest Lawn","Female","Italian",1015,0.0214860287891617
"6029","Calgary Forest Lawn","Female","First_Nations",2000,0.0423370025402202
"6030","Calgary Forest Lawn","Female","South_Asian",6345,0.134314140558848
"6031","Calgary Heritage","Female","Canadian",10620,0.16458736923673
"6032","Calgary Heritage","Female","English",13445,0.208368849283224
"6033","Calgary Heritage","Female","Scottish",10690,0.16567222006974
"6034","Calgary Heritage","Female","French",4830,0.0748547074777218
"6035","Calgary Heritage","Female","Irish",8590,0.133126695079427
"6036","Calgary Heritage","Female","German",8100,0.125532739248353
"6037","Calgary Heritage","Female","Chinese",2990,0.0463386284385897
"6038","Calgary Heritage","Female","Italian",1650,0.0255714839209609
"6039","Calgary Heritage","Female","First_Nations",1510,0.0234017822549399
"6040","Calgary Heritage","Female","South_Asian",2100,0.0325455249903138
"6041","Calgary Midnapore","Female","Canadian",13010,0.171828567655022
"6042","Calgary Midnapore","Female","English",15720,0.207620682823747
"6043","Calgary Midnapore","Female","Scottish",12180,0.160866406920689
"6044","Calgary Midnapore","Female","French",5750,0.0759426797860398
"6045","Calgary Midnapore","Female","Irish",10575,0.139668493693456
"6046","Calgary Midnapore","Female","German",10350,0.136696823614872
"6047","Calgary Midnapore","Female","Chinese",2610,0.0344713729115763
"6048","Calgary Midnapore","Female","Italian",1780,0.0235092121772436
"6049","Calgary Midnapore","Female","First_Nations",1430,0.0188866142772238
"6050","Calgary Midnapore","Female","South_Asian",2310,0.0305091461401308
"6051","Calgary Nose Hill","Female","Canadian",9300,0.141240792770901
"6052","Calgary Nose Hill","Female","English",10555,0.160300706203964
"6053","Calgary Nose Hill","Female","Scottish",8110,0.123168046169033
"6054","Calgary Nose Hill","Female","French",3670,0.0557369580074417
"6055","Calgary Nose Hill","Female","Irish",6315,0.0959070544460475
"6056","Calgary Nose Hill","Female","German",7315,0.111094236464424
"6057","Calgary Nose Hill","Female","Chinese",12210,0.185435492444377
"6058","Calgary Nose Hill","Female","Italian",2390,0.0362973650239198
"6059","Calgary Nose Hill","Female","First_Nations",1130,0.0171615156807654
"6060","Calgary Nose Hill","Female","South_Asian",4850,0.073657832789126
"6061","Calgary Rocky Ridge","Female","Canadian",12205,0.155944547371111
"6062","Calgary Rocky Ridge","Female","English",13540,0.173001980451032
"6063","Calgary Rocky Ridge","Female","Scottish",10810,0.138120488085351
"6064","Calgary Rocky Ridge","Female","French",5410,0.0691241295598288
"6065","Calgary Rocky Ridge","Female","Irish",9025,0.115313358461637
"6066","Calgary Rocky Ridge","Female","German",10115,0.129240401201048
"6067","Calgary Rocky Ridge","Female","Chinese",7470,0.0954449626269725
"6068","Calgary Rocky Ridge","Female","Italian",2475,0.0316233309908644
"6069","Calgary Rocky Ridge","Female","First_Nations",870,0.0111160799846675
"6070","Calgary Rocky Ridge","Female","South_Asian",6345,0.0810707212674887
"6071","Calgary Shepard","Female","Canadian",18350,0.199164269821458
"6072","Calgary Shepard","Female","English",17945,0.194768546155099
"6073","Calgary Shepard","Female","Scottish",14305,0.155261301351278
"6074","Calgary Shepard","Female","French",7485,0.0812394855375265
"6075","Calgary Shepard","Female","Irish",12140,0.131763173603951
"6076","Calgary Shepard","Female","German",12055,0.130840614315949
"6077","Calgary Shepard","Female","Chinese",2190,0.0237694687143865
